RESP_Timestamp_Unix_CAL,RESP_Accel_LN_X_CAL,RESP_Accel_LN_Y_CAL,RESP_Accel_LN_Z_CAL,RESP_ECG_EMG_Status1_CAL,RESP_ECG_EMG_Status2_CAL,RESP_ECG_LA-RA_24BIT_CAL,RESP_ECG_LL-LA_24BIT_CAL,RESP_ECG_LL-RA_24BIT_CAL,RESP_ECG_RESP_24BIT_CAL,RESP_ECG_Vx-RL_24BIT_CAL,
ms,m/(s^2),m/(s^2),m/(s^2),no_units,no_units,mV,mV,mV,mV,mV,
1.595836955107849E12,-2.9456521739130435,3.641304347826087,9.119565217391305,128.0,128.0,-2.6407093970826545,2.80447357548955,0.1637641784068956,496.0434273135774,752.503900429078,
1.5958369551117554E12,-2.8478260869565215,3.717391304347826,9.26086956521739,128.0,128.0,-2.708888376818702,2.869575365731164,0.16068698891246186,496.0414079079717,752.5630401646741,
1.5958369551156616E12,-2.7391304347826084,3.8804347826086953,9.402173913043478,128.0,128.0,-2.7594696791334563,2.891981151737509,0.13251147260405294,496.04611985438504,752.6535287682449,
1.5958369551195679E12,-2.7065217391304346,4.065217391304348,9.48913043478261,128.0,128.0,-2.812070387053933,2.9377543454672113,0.12568395841327806,496.0434273135774,752.6393929290048,
1.595836955123474E12,-2.7065217391304346,4.195652173913043,9.532608695652174,128.0,128.0,-2.8213981177089353,2.9380428319823144,0.11664471427337897,496.0327533125186,752.7467099126231,
1.5958369551273804E12,-2.75,4.293478260869565,9.543478260869565,128.0,128.0,-2.871883257851989,2.977950133238252,0.10606687538626298,496.03727293458854,752.5110164297839,
1.5958369551312866E12,-2.8043478260869565,4.391304347826087,9.597826086956522,128.0,128.0,-2.896404611635758,2.9967979188916587,0.10039330725590077,496.0417925566585,752.6120828722417,
1.5958369551351929E12,-2.8043478260869565,4.489130434782608,9.684782608695652,128.0,128.0,-2.920637478904424,3.016415001918674,0.09577752301425016,496.0420810431736,752.6843968253609,
1.595836955139099E12,-2.7391304347826084,4.58695652173913,9.76086956521739,128.0,128.0,-2.9576599150093297,3.030935489845533,0.07327557483620344,496.0424656918604,752.6813196358664,
1.5958369551430054E12,-2.6630434782608696,4.58695652173913,9.83695652173913,128.0,128.0,-2.9612179153622686,3.034685814541874,0.07346789917960554,496.0399654753962,752.6777616355135,
1.5958369551469116E12,-2.5543478260869565,4.565217391304348,9.847826086956522,128.0,128.0,-2.957852239352732,3.043244247823268,0.0853920084705363,496.0409270971132,752.6051591958792,
1.5958369551508179E12,-2.510869565217391,4.532608695652174,9.880434782608695,128.0,128.0,-2.956602131120618,3.048725491610228,0.09212336048961009,496.03659979938664,752.6581445524865,
1.595836955154724E12,-2.467391304347826,4.489130434782608,9.91304347826087,128.0,128.0,-2.9469859139505123,3.0408401935307414,0.09385427958022907,496.0427541783755,752.6829543927854,
1.5958369551586304E12,-2.402173913043478,4.467391304347826,9.92391304347826,128.0,128.0,-2.961506401877372,3.0507448972159503,0.08923849533857847,496.0513126116569,752.6717034186963,
1.5958369551625366E12,-2.4239130434782608,4.434782608695652,9.782608695652174,128.0,128.0,-2.9607371045037634,3.0443020317119798,0.08356492720821626,496.04660066524355,752.6923782856121,
1.5958369551664429E12,-2.4130434782608696,4.33695652173913,9.597826086956522,128.0,128.0,-2.973142024653199,3.057283924891622,0.08414190023842258,496.0491008817078,752.6354502799651,
1.595836955170349E12,-2.391304347826087,4.315217391304348,9.445652173913043,128.0,128.0,-2.9756422411174266,3.0499755998423415,0.07433335872491503,496.0495816925663,752.6130444939587,
1.5958369551742554E12,-2.358695652173913,4.326086956521739,9.315217391304348,128.0,128.0,-2.9698725108153634,3.0464175994894025,0.0765450886740393,496.03813839413385,752.275515271288,
1.5958369551781616E12,-2.260869565217391,4.369565217391305,9.271739130434783,128.0,128.0,-2.964006618341599,3.075073926656317,0.11106730831471781,496.031022393428,752.4897645898379,
1.5958369551820679E12,-2.152173913043478,4.423913043478261,9.271739130434783,128.0,128.0,-2.9662183482907234,3.078631927009256,0.11241357871853257,496.044196610951,752.6367003881971,
1.595836955185974E12,-2.0760869565217392,4.456521739130435,9.304347826086957,128.0,128.0,-2.967179970007734,3.0694003585259546,0.10222038851822081,496.042273367517,752.6682415805151,
1.5958369551898804E12,-2.010869565217391,4.478260869565217,9.326086956521738,128.0,128.0,-2.9905473777310903,3.087094198118949,0.0965468203878586,496.04525439483973,752.6273726575422,
1.5958369551937866E12,-1.9782608695652173,4.478260869565217,9.326086956521738,128.0,128.0,-2.9858354313177387,3.0831515490792056,0.09731611776146704,496.04765844913226,752.7000712593482,
1.5958369551976929E12,-1.967391304347826,4.478260869565217,9.347826086956522,128.0,128.0,-2.971122619047477,3.0586301952954367,0.08750757624795949,496.04881239519267,752.6662221749094,
1.595836955201599E12,-2.0,4.5,9.41304347826087,128.0,128.0,-2.974488295057014,3.059303330497344,0.08481503544032996,496.04563904352653,752.715264882477,
1.5958369552055054E12,-2.0652173913043477,4.554347826086956,9.478260869565217,128.0,128.0,-2.988143323438564,3.0656500338296135,0.07750671039104982,496.0514087738286,752.6678569318283,
1.5958369552094116E12,-2.108695652173913,4.554347826086956,9.58695652173913,128.0,128.0,-2.984585323085625,3.0771894944337403,0.09260417134811537,496.03746525893195,752.6407391994086,
1.5958369552133179E12,-2.141304347826087,4.532608695652174,9.706521739130434,128.0,128.0,-2.9874701882366566,3.0699773315561614,0.08250714331950466,496.03765758327535,752.6941092047027,
1.595836955217224E12,-2.130434782608696,4.434782608695652,9.858695652173912,128.0,128.0,-2.997086405406762,3.075458575343121,0.07837216993635931,496.04765844913226,752.6750690947059,
1.5958369552211304E12,-2.130434782608696,4.358695652173913,9.891304347826086,128.0,128.0,-3.0021830005069177,3.0764201970601315,0.07423719655321398,496.04842774650587,752.7237271535867,
1.5958369552250366E12,-2.152173913043478,4.358695652173913,9.891304347826086,128.0,128.0,-3.000740567931402,3.0729583588788936,0.07221779094749184,496.05458212549473,752.6711264456661,
1.5958369552289429E12,-2.130434782608696,4.510869565217392,9.902173913043478,128.0,128.0,-3.006221811718362,3.0849786303415256,0.07875681862316354,496.04688915175865,752.6426624428426,
1.595836955232849E12,-2.108695652173913,4.641304347826087,9.902173913043478,128.0,128.0,-3.0051640278296503,3.087671171149155,0.08250714331950466,496.05554374721174,752.676319202938,
1.5958369552367554E12,-2.0652173913043477,4.717391304347826,9.92391304347826,128.0,128.0,-2.9895857560140797,3.066323169031521,0.0767374130174414,496.05554374721174,752.6705494726359,
1.5958369552406616E12,-2.0760869565217392,4.706521739130435,9.945652173913043,128.0,128.0,-2.988431809953667,3.0616112226181693,0.07317941266450238,496.0536205037777,752.6912243395517,
1.5958369552445679E12,-2.0760869565217392,4.630434782608695,9.902173913043478,128.0,128.0,-3.0014137031333092,3.0708427911014704,0.06942908796816126,496.04823542216246,752.6263148736534,
1.595836955248474E12,-2.032608695652174,4.576086956521739,9.891304347826086,128.0,128.0,-2.9854507826309344,3.0738238184242035,0.08837303579326898,496.04804309781906,752.6423739563276,
1.5958369552523804E12,-2.032608695652174,4.532608695652174,9.858695652173912,128.0,128.0,-2.9797772145005723,3.0650730607994077,0.08529584629883523,496.0449659083246,752.6888202852591,
1.5958369552562866E12,-1.9456521739130435,4.521739130434782,9.880434782608695,128.0,128.0,-2.997374891921865,3.0796897108979677,0.08231481897610254,496.04688915175865,752.6668953101113,
1.5958369552601929E12,-1.9239130434782608,4.510869565217392,9.826086956521738,128.0,128.0,-2.9960286215180503,3.0869018737755467,0.09087325225749639,496.0503509899399,752.2850353262864,
1.595836955264099E12,-1.9021739130434783,4.576086956521739,9.793478260869565,128.0,128.0,-2.9768923493495403,3.075266250999719,0.09837390165017863,496.05650536892875,752.5437115681623,
1.5958369552680054E12,-1.934782608695652,4.619565217391305,9.75,128.0,128.0,-3.0022791626786187,3.1083460380648815,0.10606687538626298,496.0534281794343,752.5763105443689,
1.5958369552719116E12,-1.9782608695652173,4.630434782608695,9.728260869565217,128.0,128.0,-2.991701323791503,3.089594414583176,0.09789309079167335,496.0504471521116,752.6851661227345,
1.5958369552758179E12,-1.9891304347826086,4.6521739130434785,9.66304347826087,128.0,128.0,-2.990162729044286,3.0921907932191046,0.1020280641748187,496.0444850974661,752.6902627178347,
1.595836955279724E12,-2.010869565217391,4.663043478260869,9.58695652173913,128.0,128.0,-2.9946823511142355,3.0920946310474036,0.09741227993316809,496.0427541783755,752.6864162309666,
1.5958369552836304E12,-2.0760869565217392,4.641304347826087,9.51086956521739,128.0,128.0,-3.008433541667486,3.0902675497850836,0.08183400811759728,496.0532358550909,752.704302394903,
1.5958369552875366E12,-2.119565217391304,4.5978260869565215,9.445652173913043,128.0,128.0,-3.0055486765164545,3.094594847511631,0.08904617099517635,496.0581401258477,752.6510285517807,
1.5958369552914429E12,-2.1847826086956523,4.5,9.380434782608695,128.0,128.0,-3.0090105146976924,3.1081537137214794,0.09914319902378707,496.05458212549473,752.6902627178347,
1.595836955295349E12,-2.2282608695652173,4.423913043478261,9.380434782608695,128.0,128.0,-3.0205499753018192,3.1188277147802967,0.09827773947847758,496.0607365044836,752.6826659062702,
1.5958369552992554E12,-2.25,4.4021739130434785,9.391304347826086,128.0,128.0,-3.027377489492594,3.1373870139186004,0.11000952442600621,496.05785163933257,752.6835313658156,
1.5958369553031616E12,-2.2282608695652173,4.4021739130434785,9.41304347826087,128.0,128.0,-2.9982403514671745,3.1060381459440563,0.10779779447688197,496.0491970438795,752.7269966674245,
1.5958369553070679E12,-2.1847826086956523,4.423913043478261,9.434782608695652,128.0,128.0,-3.0297815437851203,3.1431567442206636,0.11337520043554311,496.04544671918313,752.6656452018792,
1.595836955310974E12,-2.119565217391304,4.445652173913043,9.478260869565217,128.0,128.0,-3.016222677575272,3.1264245263446804,0.11020184876940832,496.04862007084927,752.692089799097,
1.5958369553148804E12,-2.010869565217391,4.456521739130435,9.5,128.0,128.0,-3.020069164443314,3.1146927413971515,0.09462357695383751,496.0534281794343,752.7003597458632,
1.5958369553187866E12,-1.891304347826087,4.413043478260869,9.532608695652174,128.0,128.0,-3.0249734352000677,3.1167121470028736,0.09173871180280588,496.0520819090305,752.687570177027,
1.5958369553226929E12,-1.8043478260869565,4.434782608695652,9.554347826086957,128.0,128.0,-3.027089002977491,3.1125771736197283,0.08548817064223735,496.0502548277682,752.7000712593482,
1.595836955326599E12,-1.717391304347826,4.434782608695652,9.554347826086957,128.0,128.0,-3.018145921009293,3.114115768366945,0.09596984735765227,496.040350124083,752.6413161724388,
1.5958369553305054E12,-1.684782608695652,4.413043478260869,9.554347826086957,128.0,128.0,-3.0035292709107324,3.1084422002365826,0.10491292932585033,496.0423695296887,752.681800446725,
1.5958369553344116E12,-1.6956521739130435,4.4021739130434785,9.58695652173913,128.0,128.0,-2.9996827840426903,3.1063266324591594,0.1066438484164693,496.0446774218095,752.7067064491955,
1.5958369553383179E12,-1.6956521739130435,4.423913043478261,9.619565217391305,128.0,128.0,-2.9997789462143913,3.1115193897310167,0.1117404435166252,496.0514087738286,752.6898780691479,
1.595836955342224E12,-1.6739130434782608,4.489130434782608,9.641304347826086,128.0,128.0,-3.0057410008598566,3.1050765242270457,0.09933552336718918,496.0528512064041,752.7043985570747,
1.5958369553461304E12,-1.6304347826086956,4.565217391304348,9.684782608695652,128.0,128.0,-2.9984326758105766,3.100172253470292,0.10173957765971553,496.0420810431736,752.2769577038636,
1.5958369553500366E12,-1.6304347826086956,4.554347826086956,9.706521739130434,128.0,128.0,-3.00420240611264,3.1187315526085957,0.11452914649595576,496.0437158000925,752.4144696093961,
1.5958369553539429E12,-1.608695652173913,4.543478260869565,9.695652173913043,128.0,128.0,-3.0059333252032587,3.121424093416225,0.1154907682129663,496.0490047195361,752.64477801062,
1.595836955357849E12,-1.6195652173913042,4.565217391304348,9.695652173913043,128.0,128.0,-2.9931437563670187,3.1023839834194167,0.10924022705239778,496.0491008817078,752.699782772833,
1.5958369553617554E12,-1.6304347826086956,4.565217391304348,9.695652173913043,128.0,128.0,-3.0015098653050103,3.1235396611936483,0.122029795888638,496.04881239519267,752.7367090467662,
1.5958369553656616E12,-1.6630434782608696,4.58695652173913,9.728260869565217,128.0,128.0,-3.0056448386881556,3.1184430660934925,0.11279822740533679,496.0416002323151,752.6818966088966,
1.5958369553695679E12,-1.6739130434782608,4.619565217391305,9.73913043478261,128.0,128.0,-3.0225693809075413,3.144118365937674,0.12154898503013274,496.04515823266803,752.631603793097,
1.595836955373474E12,-1.684782608695652,4.641304347826087,9.73913043478261,128.0,128.0,-3.010260622929806,3.1310403105863305,0.1207796876565243,496.0491008817078,752.7173804502544,
1.5958369553773804E12,-1.6956521739130435,4.641304347826087,9.717391304347826,128.0,128.0,-3.0420903017628556,3.143829879422571,0.10173957765971553,496.0507356386267,752.6955516372782,
1.5958369553812866E12,-1.684782608695652,4.619565217391305,9.67391304347826,128.0,128.0,-3.016799650605478,3.1260398776578757,0.10924022705239778,496.044196610951,752.7419979662099,
1.5958369553851929E12,-1.7065217391304348,4.565217391304348,9.641304347826086,128.0,128.0,-3.006702622576867,3.1063266324591594,0.09962400988229234,496.0438119622642,752.6793963924324,
1.595836955389099E12,-1.7282608695652173,4.5978260869565215,9.619565217391305,128.0,128.0,-3.0249734352000677,3.1330597161920526,0.10808628099198513,496.0514087738286,752.6191988729475,
1.5958369553930054E12,-1.684782608695652,4.673913043478261,9.630434782608695,128.0,128.0,-3.023531002624552,3.128059283263598,0.10452828063904611,496.0499663412531,752.7197845045469,
1.5958369553969116E12,-1.576086956521739,4.728260869565217,9.652173913043478,128.0,128.0,-3.0321855980776466,3.128155445435299,0.09596984735765227,496.05525526069664,752.7150725581336,
1.5958369554008179E12,-1.5326086956521738,4.728260869565217,9.73913043478261,128.0,128.0,-3.0388207879250193,3.1385409599790126,0.09972017205399339,496.0602556936251,752.7409401823211,
1.595836955404724E12,-1.6304347826086956,4.608695652173913,9.804347826086957,128.0,128.0,-3.0360320849456888,3.1416181494734463,0.1055860645277577,496.0497740169097,752.6904550421781,
1.5958369554086304E12,-1.6956521739130435,4.489130434782608,9.706521739130434,128.0,128.0,-3.027569813835996,3.1344059865958673,0.10683617275987142,496.06352520746293,752.6559328225374,
1.5958369554125366E12,-1.7826086956521738,4.5,9.619565217391305,128.0,128.0,-3.027185165149192,3.134021337909063,0.10683617275987142,496.05765931498917,752.7123800173259,
1.5958369554164429E12,-2.0217391304347827,4.673913043478261,9.445652173913043,128.0,128.0,-3.0794012243828646,3.1782559368915484,0.0988547125086839,496.0503509899399,752.716514990709,
1.595836955420349E12,-2.0869565217391304,4.641304347826087,9.26086956521739,128.0,128.0,-3.0867095494321446,3.191910965273098,0.1052014158409535,496.0490047195361,752.7203614775771,
1.5958369554242554E12,-2.0217391304347827,4.543478260869565,9.271739130434783,128.0,128.0,-3.083824684281113,3.1872951810314474,0.10347049675033451,496.0515049360003,752.7510372103498,
1.5958369554281616E12,-1.9782608695652173,4.4021739130434785,9.358695652173912,128.0,128.0,-3.09449868533993,3.1934495600203148,0.09895087468038495,496.0537166659494,752.6327577391575,
1.5958369554320679E12,-1.9565217391304348,4.293478260869565,9.456521739130434,128.0,128.0,-3.0796897108979677,3.1858527484559316,0.10616303755796404,496.05496677418154,752.2827274341656,
1.595836955435974E12,-1.9565217391304348,4.293478260869565,9.576086956521738,128.0,128.0,-3.0543028975688893,3.1660433410855147,0.1117404435166252,496.05689001761556,752.5377495135168,
1.5958369554398804E12,-1.9782608695652173,4.4021739130434785,9.66304347826087,128.0,128.0,-3.0421864639345566,3.163158475934483,0.12097201199992641,496.0610249909987,752.6423739563276,
1.5958369554437866E12,-2.043478260869565,4.554347826086956,9.652173913043478,128.0,128.0,-3.0470907346913103,3.149311123209531,0.10222038851822081,496.05583223372685,752.7264196943943,
1.5958369554476929E12,-2.0543478260869565,4.673913043478261,9.695652173913043,128.0,128.0,-3.038147652723112,3.1440222037659726,0.10587455104286088,496.06650623478566,752.6564136333959,
1.595836955451599E12,-2.010869565217391,4.760869565217392,9.717391304347826,128.0,128.0,-3.006125649546661,3.1366177165449916,0.1304920669983308,496.060928828827,752.6392967668331,
1.5958369554555054E12,-1.9130434782608696,4.804347826086956,9.782608695652174,128.0,128.0,-3.0116068933336213,3.145945447199994,0.13433855386637297,496.06439066700824,752.6969940698538,
1.5958369554594116E12,-1.8369565217391304,4.83695652173913,9.880434782608695,128.0,128.0,-3.016799650605478,3.138348635635611,0.12154898503013274,496.06612158609886,752.6944938533895,
1.5958369554633179E12,-1.7934782608695652,4.8478260869565215,9.956521739130434,128.0,128.0,-3.0209346239886234,3.1395987438677246,0.11866411987910111,496.0691987755933,752.722957856213,
1.595836955467224E12,-1.7608695652173914,4.83695652173913,10.0,128.0,128.0,-3.0360320849456888,3.152772961390769,0.11674087644508002,496.0515049360003,752.6750690947059,
1.5958369554711304E12,-1.7717391304347825,4.815217391304348,9.989130434782608,128.0,128.0,-3.0357435984305856,3.1649855571968026,0.12924195876621708,496.05746699064576,752.6984365024292,
1.5958369554750366E12,-1.8152173913043477,4.793478260869565,9.92391304347826,128.0,128.0,-3.0051640278296503,3.144406852452777,0.13924282462312673,496.0491008817078,752.7195921802034,
1.5958369554789429E12,-1.8478260869565217,4.728260869565217,9.858695652173912,128.0,128.0,-2.9891049451555745,3.147676366290613,0.15857142113503866,496.0587170988779,752.7044947192464,
1.595836955482849E12,-1.8804347826086956,4.6521739130434785,9.782608695652174,128.0,128.0,-2.9770846736929424,3.137290851746899,0.1602061780539566,496.05535142286834,752.7143994229316,
1.5958369554867554E12,-1.891304347826087,4.5978260869565215,9.728260869565217,128.0,128.0,-2.9772769980363445,3.1505612314416447,0.1732842334053,496.05602455807025,752.6114097370398,
1.5958369554906616E12,-1.858695652173913,4.5978260869565215,9.706521739130434,128.0,128.0,-2.9501592656166475,3.132675067505249,0.18251580188860123,496.05535142286834,752.6338155230461,
1.5958369554945679E12,-1.8043478260869565,4.58695652173913,9.695652173913043,128.0,128.0,-2.920637478904424,3.1073844163478714,0.1867469374434476,496.0509279629701,752.6441048754182,
1.595836955498474E12,-1.7826086956521738,4.608695652173913,9.630434782608695,128.0,128.0,-2.926311047034786,3.1059419837723556,0.17963093673756958,496.0491008817078,752.6487206596598,
1.5958369555023804E12,-1.7717391304347825,4.58695652173913,9.58695652173913,128.0,128.0,-2.9397737510729334,3.113538795336739,0.17376504426380526,496.0534281794343,752.6056400067378,
1.5958369555062866E12,-1.7934782608695652,4.5978260869565215,9.58695652173913,128.0,128.0,-2.9631411587962897,3.12459744508236,0.1614562862860703,496.05515909852494,752.608428709717,
1.5958369555101929E12,-1.826086956521739,4.706521739130435,9.565217391304348,128.0,128.0,-2.990258891215987,3.152580637047367,0.1623217458313798,496.0419848810019,752.5743873009349,
1.595836955514099E12,-1.8804347826086956,4.771739130434782,9.554347826086957,128.0,128.0,-3.019876840099912,3.1592158268947395,0.13933898679482778,496.04794693564736,752.6210259542099,
1.5958369555180054E12,-1.8804347826086956,4.760869565217392,9.58695652173913,128.0,128.0,-3.0507448972159503,3.175755720427321,0.1250108232113707,496.05429363897963,752.2693608922991,
1.5958369555219116E12,-1.858695652173913,4.695652173913043,9.66304347826087,128.0,128.0,-3.0336280306531624,3.150945880128449,0.11731784947528634,496.03688828590174,752.5184209170048,
1.5958369555258179E12,-1.858695652173913,4.641304347826087,9.706521739130434,128.0,128.0,-3.0469945725196093,3.1566194482588115,0.10962487573920199,496.03871536716406,752.5928504379015,
1.595836955529724E12,-1.8369565217391304,4.608695652173913,9.73913043478261,128.0,128.0,-3.0524758163065693,3.168639719721443,0.11616390341487369,496.0529473685758,752.6091980070906,
1.5958369555336304E12,-1.826086956521739,4.608695652173913,9.76086956521739,128.0,128.0,-3.0422826261062577,3.1622930163891736,0.12001039028291587,496.0534281794343,752.6828582306136,
1.5958369555375366E12,-1.826086956521739,4.663043478260869,9.771739130434783,128.0,128.0,-3.033147219794657,3.149407285381232,0.11626006558657474,496.0431388270623,752.6656452018792,
1.5958369555414429E12,-1.8152173913043477,4.706521739130435,9.771739130434783,128.0,128.0,-3.0281467868662024,3.1505612314416447,0.12241444457544223,496.04833158433416,752.7149763959618,
1.595836955545349E12,-1.7717391304347825,4.739130434782608,9.771739130434783,128.0,128.0,-3.031031652017234,3.154600042653089,0.12356839063585488,496.043234989234,752.6635296341018,
1.5958369555492554E12,-1.7826086956521738,4.760869565217392,9.73913043478261,128.0,128.0,-3.0586301952954367,3.16383161113639,0.1052014158409535,496.05631304458535,752.6078517366868,
1.5958369555531616E12,-1.7717391304347825,4.706521739130435,9.73913043478261,128.0,128.0,-3.0496871133272387,3.164600908509999,0.11491379518275999,496.05573607155515,752.6731458512719,
1.5958369555570679E12,-1.7826086956521738,4.663043478260869,9.73913043478261,128.0,128.0,-3.0342050036833688,3.133636689222259,0.09943168553889023,496.0613134775138,752.665068228849,
1.595836955560974E12,-1.7717391304347825,4.630434782608695,9.771739130434783,128.0,128.0,-3.0336280306531624,3.152965285734171,0.11933725508100848,496.0600633692817,752.7129569903561,
1.5958369555648804E12,-1.7717391304347825,4.630434782608695,9.771739130434783,128.0,128.0,-3.0374745175212046,3.1421951225036526,0.10472060498244821,496.06467915352334,752.6686262292019,
1.5958369555687866E12,-1.7826086956521738,4.630434782608695,9.75,128.0,128.0,-3.03064700333043,3.1503689070982426,0.1197219037678127,496.04563904352653,752.6208336298665,
1.5958369555726929E12,-1.8043478260869565,4.663043478260869,9.717391304347826,128.0,128.0,-3.03064700333043,3.1480610149774173,0.11741401164698739,496.0495816925663,752.6919936369253,
1.595836955576599E12,-1.826086956521739,4.673913043478261,9.652173913043478,128.0,128.0,-3.0350704632286782,3.1381563112922084,0.1030858480635303,496.0399654753962,752.6755499055644,
1.5958369555805054E12,-1.8804347826086956,4.663043478260869,9.608695652173912,128.0,128.0,-3.020165326615015,3.1235396611936483,0.10337433457863346,496.0443889352944,752.6617987150112,
1.5958369555844116E12,-1.9239130434782608,4.641304347826087,9.608695652173912,128.0,128.0,-3.023915651311356,3.126905337203185,0.10298968589182925,496.0406386105981,752.7279582891415,
1.5958369555883179E12,-1.934782608695652,4.663043478260869,9.630434782608695,128.0,128.0,-3.0051640278296503,3.119500849982204,0.11433682215255365,496.03631131287153,752.6461242810238,
